timestamp,latency_ms,throughput_mbps,packet_loss_pct,jitter_ms,connections,is_anomaly,anomaly_type
2026-05-05 22:17:43.165975,52.03,530.33,1.1,9.0,121,True,link_degrade
2026-05-05 22:17:48.165975,112.0,136.09,31.06,0.64,118,True,link_degrade
2026-05-05 22:17:53.165975,112.0,136.11,34.11,1.71,124,True,link_degrade
2026-05-05 22:17:58.165975,112.0,136.13,45.65,1.1,114,True,link_degrade
2026-05-05 22:18:03.165975,112.0,136.15,39.71,1.04,120,True,link_degrade
2026-05-05 22:18:08.165975,112.0,136.17,33.04,1.12,117,True,link_degrade
2026-05-05 22:18:13.165975,112.0,136.19,33.75,1.75,116,True,link_degrade
2026-05-05 22:18:18.165975,112.0,136.21,31.71,1.18,116,True,link_degrade
2026-05-05 22:18:23.165975,112.0,136.23,33.76,1.44,121,True,link_degrade
2026-05-05 22:18:28.165975,112.0,136.25,32.54,1.68,121,True,link_degrade
2026-05-05 22:18:33.165975,112.0,136.27,32.22,1.94,118,True,none
2026-05-05 22:18:38.165975,13.32,663.87,0.01,1.81,121,False,none
2026-05-05 22:18:43.165975,11.92,698.4,0.03,1.6,121,False,none
2026-05-05 22:18:48.165975,12.43,679.9,0.02,0.97,122,False,none
2026-05-05 22:18:53.165975,11.09,668.8,0.02,1.57,125,False,none
2026-05-05 22:18:58.165975,11.84,689.52,0.01,1.42,118,False,none
2026-05-05 22:19:03.165975,11.6,674.91,0.02,1.8,122,False,none
2026-05-05 22:19:08.165975,11.52,669.02,0.03,1.19,117,False,none
2026-05-05 22:19:13.165975,12.56,681.18,0.02,1.18,128,False,none
2026-05-05 22:19:18.165975,13.65,672.28,0.02,1.24,123,False,none
2026-05-05 22:19:23.165975,11.05,684.03,0.02,1.65,118,False,none
2026-05-05 22:19:28.165975,12.07,677.22,0.02,1.53,121,False,none
2026-05-05 22:19:33.165975,10.68,699.66,0.02,1.18,117,False,none
2026-05-05 22:19:38.165975,10.84,676.41,0.02,1.45,125,False,none
2026-05-05 22:19:43.165975,12.75,690.13,0.02,1.87,122,False,none
2026-05-05 22:19:48.165975,13.11,692.73,0.02,1.15,120,False,none
2026-05-05 22:19:53.165975,11.19,684.4,0.02,1.57,117,False,none
2026-05-05 22:19:58.165975,11.98,695.16,0.02,1.25,120,False,none
2026-05-05 22:20:03.165975,12.47,692.31,0.02,1.38,120,False,none
2026-05-05 22:20:08.165975,12.96,685.7,0.03,1.41,120,False,none
2026-05-05 22:20:13.165975,12.2,683.43,0.03,1.4,118,False,none
2026-05-05 22:20:18.165975,12.39,685.33,0.01,1.31,120,False,none
2026-05-05 22:20:23.165975,11.38,707.92,0.02,1.5,124,False,none
2026-05-05 22:20:28.165975,13.46,690.36,0.02,2.09,125,False,none
2026-05-05 22:20:33.165975,11.88,687.83,0.02,1.79,125,False,none
2026-05-05 22:20:38.165975,11.91,700.4,0.01,1.53,117,False,none
2026-05-05 22:20:43.165975,11.57,689.79,0.02,1.82,127,False,none
2026-05-05 22:20:48.165975,13.57,680.79,0.02,1.1,119,False,none
2026-05-05 22:20:53.165975,10.96,684.06,0.02,1.15,117,False,none
2026-05-05 22:20:58.165975,10.68,670.75,0.02,1.07,123,False,none
2026-05-05 22:21:03.165975,12.51,695.91,0.02,1.33,127,False,none
2026-05-05 22:21:08.165975,12.28,696.04,0.02,1.57,121,False,none
2026-05-05 22:21:13.165975,12.01,662.58,0.02,1.45,122,False,none
2026-05-05 22:21:18.165975,11.27,681.07,0.02,2.0,121,False,none
2026-05-05 22:21:23.165975,11.89,682.52,0.02,1.49,122,False,none
2026-05-05 22:21:28.165975,13.33,697.48,0.01,1.0,121,False,none
2026-05-05 22:21:33.165975,12.9,657.24,0.02,1.48,126,False,none
2026-05-05 22:21:38.165975,13.34,696.87,0.02,1.35,119,False,none
2026-05-05 22:21:43.165975,11.73,679.66,0.03,1.14,119,False,none
2026-05-05 22:21:48.165975,12.91,706.16,0.02,1.02,123,False,none
2026-05-05 22:21:53.165975,11.58,688.43,0.02,1.55,121,False,none
2026-05-05 22:21:58.165975,13.14,656.89,0.02,1.35,121,False,none
2026-05-05 22:22:03.165975,12.49,674.17,0.02,1.53,121,False,none
2026-05-05 22:22:08.165975,12.06,701.53,0.02,1.73,117,False,none
2026-05-05 22:22:13.165975,12.24,694.78,0.02,1.46,117,False,none
2026-05-05 22:22:18.165975,11.72,681.83,0.02,1.84,123,False,none
2026-05-05 22:22:23.165975,11.61,683.05,0.01,1.44,119,False,none
2026-05-05 22:22:28.165975,13.53,672.79,0.02,0.9,127,False,none
2026-05-05 22:22:33.165975,12.07,680.27,0.02,1.54,118,False,none
2026-05-05 22:22:38.165975,20.05,656.43,0.3,3.0,123,True,none
2026-05-05 22:22:43.165975,28.05,626.53,0.5,4.5,117,True,none
2026-05-05 22:22:48.165975,36.05,596.64,0.7,6.0,119,True,none
2026-05-05 22:22:53.165975,44.05,566.74,0.9,7.5,124,True,none
2026-05-05 22:22:58.165975,52.05,536.84,1.1,9.0,126,True,jitter_storm
2026-05-05 22:23:03.165975,52.0,412.17,2.0,324.12,125,True,jitter_storm
2026-05-05 22:23:08.165975,52.0,412.23,2.0,96.36,120,True,jitter_storm
2026-05-05 22:23:13.165975,52.0,412.29,2.0,500.0,125,True,jitter_storm
2026-05-05 22:23:18.165975,52.0,412.35,2.0,84.37,124,True,jitter_storm
2026-05-05 22:23:23.165975,52.0,412.42,2.0,26.43,125,True,jitter_storm
2026-05-05 22:23:28.165975,52.0,412.48,2.0,34.14,123,True,jitter_storm
2026-05-05 22:23:33.165975,52.0,412.54,2.0,428.63,119,True,jitter_storm
2026-05-05 22:23:38.165975,52.0,412.6,2.0,31.97,122,True,jitter_storm
2026-05-05 22:23:43.165975,52.0,412.66,2.0,434.64,120,True,jitter_storm
2026-05-05 22:23:48.165975,52.0,412.73,2.0,155.82,120,True,none
2026-05-05 22:23:53.165975,13.04,702.19,0.02,1.39,122,False,none
2026-05-05 22:23:58.165975,20.05,658.08,0.3,3.0,120,True,none
2026-05-05 22:24:03.165975,28.05,628.19,0.5,4.5,119,True,none
2026-05-05 22:24:08.165975,36.05,598.29,0.7,6.0,126,True,none
2026-05-05 22:24:13.165975,44.05,568.39,0.9,7.5,120,True,none
2026-05-05 22:24:18.165975,52.05,538.5,1.1,9.0,127,True,link_degrade
2026-05-05 22:24:23.165975,112.0,137.72,34.24,1.52,129,True,link_degrade
2026-05-05 22:24:28.165975,112.0,137.74,34.59,1.53,120,True,link_degrade
2026-05-05 22:24:33.165975,112.0,137.76,34.36,1.71,122,True,link_degrade
2026-05-05 22:24:38.165975,112.0,137.78,37.3,1.38,123,True,link_degrade
2026-05-05 22:24:43.165975,112.0,137.8,33.64,1.03,121,True,link_degrade
2026-05-05 22:24:48.165975,112.0,137.82,40.72,1.27,122,True,link_degrade
2026-05-05 22:24:53.165975,112.0,137.84,45.49,1.14,118,True,link_degrade
2026-05-05 22:24:58.165975,112.0,137.86,31.67,1.27,125,True,link_degrade
2026-05-05 22:25:03.165975,112.0,137.89,35.24,1.57,126,True,link_degrade
2026-05-05 22:25:08.165975,112.0,137.91,37.34,1.53,122,True,link_degrade
2026-05-05 22:25:13.165975,112.0,137.93,40.94,1.31,123,True,link_degrade
2026-05-05 22:25:18.165975,112.0,137.95,40.84,1.67,123,True,link_degrade
2026-05-05 22:25:23.165975,112.0,137.97,38.01,2.06,124,True,link_degrade
2026-05-05 22:25:28.165975,112.0,137.99,29.03,1.6,121,True,link_degrade
2026-05-05 22:25:33.165975,112.0,138.01,36.15,1.41,128,True,link_degrade
2026-05-05 22:25:38.165975,112.0,138.03,32.23,1.75,119,True,none
2026-05-05 22:25:43.165975,12.72,689.2,0.01,1.09,124,False,none
2026-05-05 22:25:48.165975,9.98,687.5,0.01,1.43,122,False,none
2026-05-05 22:25:53.165975,10.19,692.04,0.02,1.63,119,False,none
2026-05-05 22:25:58.165975,10.84,660.55,0.02,1.45,122,False,none
2026-05-05 22:26:03.165975,12.69,694.72,0.02,0.95,125,False,none
2026-05-05 22:26:08.165975,11.93,693.84,0.02,1.41,120,False,none
2026-05-05 22:26:13.165975,12.7,684.72,0.03,1.24,122,False,none
2026-05-05 22:26:18.165975,13.84,709.81,0.02,1.33,124,False,none
2026-05-05 22:26:23.165975,11.54,693.01,0.03,1.66,120,False,none
2026-05-05 22:26:28.165975,12.26,687.43,0.02,1.86,120,False,none
2026-05-05 22:26:33.165975,13.26,681.65,0.02,1.72,126,False,none
2026-05-05 22:26:38.165975,11.97,687.3,0.01,2.04,125,False,none
2026-05-05 22:26:43.165975,11.25,693.53,0.02,1.86,116,False,none
2026-05-05 22:26:48.165975,11.61,684.25,0.02,1.23,126,False,none
2026-05-05 22:26:53.165975,12.45,707.89,0.03,1.59,122,False,none
2026-05-05 22:26:58.165975,12.4,705.37,0.01,1.58,120,False,none
2026-05-05 22:27:03.165975,20.06,661.9,0.3,3.0,125,True,none
2026-05-05 22:27:08.165975,28.06,632.01,0.5,4.5,123,True,none
2026-05-05 22:27:13.165975,36.06,602.11,0.7,6.0,119,True,none
2026-05-05 22:27:18.165975,44.06,572.21,0.9,7.5,122,True,none
2026-05-05 22:27:23.165975,52.06,542.32,1.1,9.0,125,True,buffer_overflow
2026-05-05 22:27:28.165975,383.6,276.97,8.58,15.5,130,True,buffer_overflow
2026-05-05 22:27:33.165975,377.03,277.01,12.82,3.68,121,True,buffer_overflow
2026-05-05 22:27:38.165975,337.54,277.05,8.71,17.16,118,True,buffer_overflow
2026-05-05 22:27:43.165975,314.66,277.09,7.64,13.24,121,True,buffer_overflow
2026-05-05 22:27:48.165975,335.61,277.13,7.41,11.6,120,True,buffer_overflow
2026-05-05 22:27:53.165975,317.52,277.17,6.67,16.74,123,True,buffer_overflow
2026-05-05 22:27:58.165975,370.56,277.22,8.06,5.95,121,True,buffer_overflow
2026-05-05 22:28:03.165975,328.59,277.26,12.64,20.96,122,True,buffer_overflow
2026-05-05 22:28:08.165975,377.38,277.3,10.63,15.09,118,True,buffer_overflow
2026-05-05 22:28:13.165975,348.23,277.34,12.62,16.08,121,True,none
2026-05-05 22:28:18.165975,12.32,691.91,0.02,1.41,121,False,none
2026-05-05 22:28:23.165975,12.34,665.04,0.02,1.39,127,False,none
2026-05-05 22:28:28.165975,12.38,676.17,0.02,1.69,121,False,none
2026-05-05 22:28:33.165975,11.7,674.82,0.02,1.39,127,False,none
2026-05-05 22:28:38.165975,12.11,677.96,0.03,0.99,127,False,none
2026-05-05 22:28:43.165975,12.16,728.52,0.02,1.45,121,False,none
2026-05-05 22:28:48.165975,11.71,714.45,0.01,1.32,122,False,none
2026-05-05 22:28:53.165975,12.12,684.79,0.03,1.67,125,False,none
2026-05-05 22:28:58.165975,13.03,719.33,0.03,1.28,124,False,none
2026-05-05 22:29:03.165975,11.47,701.88,0.03,1.11,122,False,none
2026-05-05 22:29:08.165975,14.15,688.54,0.02,1.45,120,False,none
2026-05-05 22:29:13.165975,12.18,700.35,0.03,1.67,126,False,none
2026-05-05 22:29:18.165975,11.55,692.82,0.02,1.46,125,False,none
2026-05-05 22:29:23.165975,12.3,689.78,0.02,2.02,114,False,none
2026-05-05 22:29:28.165975,13.42,662.29,0.02,1.74,120,False,none
2026-05-05 22:29:33.165975,10.12,674.3,0.01,0.93,125,False,none
2026-05-05 22:29:38.165975,11.63,677.18,0.02,1.31,125,False,none
2026-05-05 22:29:43.165975,11.61,702.22,0.01,0.98,130,False,none
2026-05-05 22:29:48.165975,12.65,682.74,0.02,1.2,128,False,none
2026-05-05 22:29:53.165975,11.31,704.42,0.03,1.9,130,False,none
2026-05-05 22:29:58.165975,13.58,683.72,0.01,1.13,122,False,none
2026-05-05 22:30:03.165975,11.64,680.74,0.02,1.62,125,False,none
2026-05-05 22:30:08.165975,10.83,672.44,0.02,1.85,125,False,none
2026-05-05 22:30:13.165975,12.37,697.96,0.03,1.89,121,False,none
2026-05-05 22:30:18.165975,10.95,695.29,0.02,0.85,125,False,none
2026-05-05 22:30:23.165975,12.64,694.61,0.01,1.42,117,False,none
2026-05-05 22:30:28.165975,11.01,697.8,0.02,1.17,126,False,none
2026-05-05 22:30:33.165975,13.14,708.9,0.01,1.71,119,False,none
2026-05-05 22:30:38.165975,11.41,672.21,0.01,1.17,126,False,none
2026-05-05 22:30:43.165975,12.09,686.84,0.02,1.6,123,False,none
2026-05-05 22:30:48.165975,11.76,730.34,0.02,0.87,125,False,none
2026-05-05 22:30:53.165975,12.07,682.52,0.01,1.26,123,False,none
2026-05-05 22:30:58.165975,12.07,706.71,0.02,1.72,126,False,none
2026-05-05 22:31:03.165975,12.27,698.22,0.02,1.55,125,False,none
2026-05-05 22:31:08.165975,11.18,739.24,0.03,1.15,125,False,none
2026-05-05 22:31:13.165975,11.97,681.65,0.02,1.45,123,False,none
2026-05-05 22:31:18.165975,10.98,726.97,0.01,1.39,122,False,none
2026-05-05 22:31:23.165975,11.43,685.04,0.03,1.28,125,False,none
2026-05-05 22:31:28.165975,12.21,710.63,0.02,1.63,125,False,none
2026-05-05 22:31:33.165975,12.91,702.64,0.02,1.5,127,False,none
2026-05-05 22:31:38.165975,12.96,696.78,0.02,1.08,123,False,none
2026-05-05 22:31:43.165975,13.16,685.46,0.01,1.93,119,False,none
2026-05-05 22:31:48.165975,12.28,697.62,0.02,1.39,121,False,none
2026-05-05 22:31:53.165975,12.06,717.56,0.01,1.56,122,False,none
2026-05-05 22:31:58.165975,11.54,691.18,0.02,1.22,125,False,none
2026-05-05 22:32:03.165975,11.08,701.42,0.03,1.28,124,False,none
2026-05-05 22:32:08.165975,10.84,677.9,0.02,0.88,120,False,none
2026-05-05 22:32:13.165975,12.14,705.21,0.03,1.53,128,False,none
2026-05-05 22:32:18.165975,12.21,689.3,0.02,1.45,117,False,none
2026-05-05 22:32:23.165975,11.01,691.89,0.03,1.5,122,False,none
2026-05-05 22:32:28.165975,12.78,674.35,0.02,1.45,127,False,none
2026-05-05 22:32:33.165975,11.35,720.04,0.02,1.94,127,False,none
2026-05-05 22:32:38.165975,12.18,709.74,0.02,1.18,124,False,none
2026-05-05 22:32:43.165975,10.99,687.45,0.03,0.85,124,False,none
2026-05-05 22:32:48.165975,10.82,715.95,0.01,1.23,124,False,none
2026-05-05 22:32:53.165975,11.7,673.96,0.02,1.81,123,False,none
2026-05-05 22:32:58.165975,10.68,712.96,0.01,1.46,123,False,none
2026-05-05 22:33:03.165975,10.89,676.73,0.02,1.87,131,False,none
2026-05-05 22:33:08.165975,12.74,722.3,0.02,0.79,129,False,none
2026-05-05 22:33:13.165975,12.86,698.3,0.02,1.72,122,False,none
2026-05-05 22:33:18.165975,12.01,691.23,0.02,1.61,127,False,none
2026-05-05 22:33:23.165975,12.74,736.14,0.02,1.34,124,False,none
2026-05-05 22:33:28.165975,13.83,693.55,0.02,1.35,129,False,none
2026-05-05 22:33:33.165975,11.13,692.37,0.03,1.42,127,False,none
2026-05-05 22:33:38.165975,13.01,697.95,0.02,1.13,124,False,none
2026-05-05 22:33:43.165975,11.65,701.86,0.03,1.0,129,False,none
2026-05-05 22:33:48.165975,13.14,704.95,0.02,1.53,123,False,none
2026-05-05 22:33:53.165975,11.87,720.74,0.01,1.05,119,False,none
2026-05-05 22:33:58.165975,11.14,691.45,0.02,1.82,120,False,none
2026-05-05 22:34:03.165975,12.1,699.76,0.01,1.15,124,False,none
2026-05-05 22:34:08.165975,13.07,698.28,0.02,1.55,121,False,none
2026-05-05 22:34:13.165975,12.61,714.17,0.01,1.35,131,False,none
2026-05-05 22:34:18.165975,12.32,688.48,0.03,1.47,126,False,none
2026-05-05 22:34:23.165975,12.73,728.79,0.02,2.01,128,False,none
2026-05-05 22:34:28.165975,11.4,684.75,0.02,1.68,137,False,none
2026-05-05 22:34:33.165975,12.43,700.87,0.02,1.92,118,False,none
